agent_st_pos_x,agent_st_pos_y,agent_end_pos_x,agent_end_pos_y,agent_ini_pos_x,agent_ini_pos_y,agent_id,duration,user_id,round,st_time_relative,end_time_relative,is_optimal,q_value,expected_q_value
2.5,7.3,7.0,3.0,2,7,0,1080,3,3,53.1,54.2,1,1.0,0.0
7.3,4.1,0.0,1.0,7,3,0,1008,3,3,54.9,55.9,1,1.0,0.0769230769230769
0.5,2.0,3.0,1.0,0,1,0,856,3,3,56.6,57.4,1,1.0,0.0
3.5,1.3,4.0,3.0,3,1,0,824,3,3,58.2,59.0,0,1.0,0.0
4.5,3.6,7.0,7.0,4,3,0,944,3,3,59.6,60.5,1,1.0,0.0
7.6,7.7,2.0,7.0,7,7,0,816,3,3,61.2,62.0,1,1.0,0.0
2.4,7.4,4.0,0.0,2,7,0,839,3,3,62.7,63.6,1,1.0,0.0
5.1,0.3,7.0,0.0,4,0,0,775,3,3,64.5,65.3,0,1.0,0.0
7.6,0.9,7.0,4.0,7,0,0,840,3,3,65.9,66.8,1,1.0,0.0
7.1,5.0,4.0,1.0,7,4,0,848,3,3,67.8,68.6,0,1.0,0.0
4.6,1.9,2.0,0.0,4,1,0,744,3,3,69.2,69.9,0,1.0,0.0
2.8,0.5,3.0,1.0,2,0,0,640,3,3,70.5,71.1,0,1.0,0.0
3.7,1.8,4.0,3.0,3,1,0,688,3,3,71.6,72.3,0,1.0,0.0384615384615384
4.8,3.9,7.0,3.0,4,3,0,896,3,3,72.9,73.8,1,1.0,0.0
7.3,3.5,7.0,0.0,7,3,0,896,3,3,74.5,75.4,0,1.0,0.0
7.5,0.8,2.0,0.0,7,0,0,848,3,3,76.0,76.9,1,1.0,0.0
2.4,0.6,0.0,1.0,2,0,0,632,3,3,77.7,78.3,0,1.0,0.0
0.6,1.3,4.0,3.0,0,1,0,999,3,3,78.9,79.9,1,1.0,0.0
4.3,3.7,4.0,7.0,4,3,0,896,3,3,80.5,81.4,1,1.0,0.0
4.9,7.5,2.0,7.0,4,7,0,808,3,3,82.2,83.0,1,1.0,0.0
2.7,7.4,1.0,4.0,2,7,0,848,3,3,83.6,84.4,1,1.0,0.0
1.2,4.3,4.0,0.0,1,4,0,968,3,3,85.2,86.2,1,1.0,0.0
4.3,1.1,3.0,1.0,4,0,0,504,3,3,86.9,87.4,0,1.0,0.0769230769230769
3.5,1.9,2.0,0.0,3,1,0,616,3,3,88.0,88.6,0,1.0,0.0
2.5,0.8,7.0,4.0,2,0,0,1208,3,3,89.1,90.4,0,1.0,0.0
7.4,4.5,7.0,0.0,7,4,0,768,3,3,90.9,91.7,0,1.0,0.0384615384615384
7.3,0.6,4.0,3.0,7,0,0,864,3,3,92.3,93.2,1,1.0,0.0
4.3,3.5,7.0,7.0,4,3,0,968,3,3,93.8,94.8,1,1.0,0.0
7.4,7.6,3.0,1.0,7,7,0,1167,3,3,95.5,96.7,1,1.0,0.0
3.5,2.0,0.0,1.0,3,1,0,1368,3,3,97.3,98.7,0,1.0,0.0
2.4,4.4,4.0,3.0,2,4,0,809,5,1,38.5,39.3,0,1.0,0.0384615384615384
4.9,3.4,4.0,3.0,4,3,0,119,5,1,39.5,39.7,1,1.0,0.0
5.6,5.4,7.0,4.0,5,5,0,908,5,1,44.9,45.8,1,1.0,0.0
